AssessmentID,AssessmentName,AssessmentType,ApplicableRoles,DifficultyLevel
1454,Cognitive Assessment 455,Cognitive,"['Project Manager', 'HR Manager', 'IT Administrator', 'Logistics Coordinator', 'Content Strategist']",Medium
1455,Behavioral Assessment 456,Behavioral,"['Product Manager', 'Legal Associate', 'Logistics Coordinator']",Hard
1456,Behavioral Assessment 457,Behavioral,"['Data Scientist', 'Blockchain Developer', 'Consultant', 'Nurse Manager', 'QA Engineer', 'Marketing Executive']",Easy
1457,Cognitive Assessment 458,Cognitive,"['Team Lead', 'System Architect', 'QA Engineer', 'IT Administrator', 'Operations Manager', 'Finance Analyst']",Easy
1458,Situational Assessment 459,Situational,"['Business Analyst', 'Nurse Manager', 'Customer Service Rep', 'Graphic Designer']",Easy
1459,Situational Assessment 460,Situational,"['Graphic Designer', 'Blockchain Developer', 'Logistics Coordinator', 'QA Engineer', 'Cybersecurity Analyst']",Medium
1460,Personality Assessment 461,Personality,"['Graphic Designer', 'Cybersecurity Analyst', 'Legal Associate', 'Team Lead', 'Operations Manager']",Hard
1461,Personality Assessment 462,Personality,"['QA Engineer', 'Customer Service Rep', 'Marketing Executive']",Easy
1462,Situational Assessment 463,Situational,"['Software Engineer', 'UX Designer', 'Medical Officer', 'Support Engineer', 'Content Strategist']",Hard
1463,Behavioral Assessment 464,Behavioral,"['Consultant', 'Customer Service Rep', 'HR Manager', 'QA Engineer']",Hard
1464,Cognitive Assessment 465,Cognitive,"['Consultant', 'Software Engineer', 'Nurse Manager', 'Operations Manager']",Hard
1465,Personality Assessment 466,Personality,"['DevOps Engineer', 'Finance Analyst', 'IT Administrator']",Hard
1466,Cognitive Assessment 467,Cognitive,"['Legal Associate', 'Medical Officer', 'Consultant', 'Support Engineer']",Medium
1467,Technical Assessment 468,Technical,"['Blockchain Developer', 'UX Designer']",Hard
1468,Personality Assessment 469,Personality,"['Content Strategist', 'Product Manager', 'Graphic Designer', 'Logistics Coordinator', 'Software Engineer', 'AI Engineer']",Easy
1469,Situational Assessment 470,Situational,"['Cybersecurity Analyst', 'Team Lead', 'Logistics Coordinator', 'QA Engineer', 'DevOps Engineer', 'Software Engineer']",Easy
1470,Personality Assessment 471,Personality,"['QA Engineer', 'Support Engineer', 'Data Scientist', 'Project Manager', 'Content Strategist', 'Sales Executive']",Easy
1471,Personality Assessment 472,Personality,"['Software Engineer', 'Support Engineer', 'Finance Analyst', 'Customer Service Rep', 'Graphic Designer']",Medium
1472,Cognitive Assessment 473,Cognitive,"['Team Lead', 'Legal Associate']",Medium
1473,Situational Assessment 474,Situational,"['Marketing Executive', 'Cybersecurity Analyst']",Hard
1474,Behavioral Assessment 475,Behavioral,"['Graphic Designer', 'Legal Associate', 'System Architect', 'Medical Officer']",Medium
1475,Technical Assessment 476,Technical,"['UX Designer', 'Cybersecurity Analyst', 'Logistics Coordinator']",Hard
1476,Technical Assessment 477,Technical,"['AI Engineer', 'Support Engineer', 'DevOps Engineer', 'Finance Analyst', 'Cybersecurity Analyst', 'System Architect']",Medium
1477,Behavioral Assessment 478,Behavioral,"['IT Administrator', 'Cybersecurity Analyst', 'Project Manager', 'Finance Analyst', 'AI Engineer']",Medium
1478,Technical Assessment 479,Technical,"['Cybersecurity Analyst', 'Software Engineer', 'Support Engineer', 'Medical Officer', 'Data Scientist', 'Retail Manager']",Hard
1479,Personality Assessment 480,Personality,"['HR Manager', 'Data Scientist', 'AI Engineer', 'DevOps Engineer', 'Product Manager']",Medium
1480,Cognitive Assessment 481,Cognitive,"['Marketing Executive', 'Software Engineer', 'Support Engineer', 'Operations Manager']",Hard
1481,Technical Assessment 482,Technical,"['Digital Marketer', 'IT Administrator']",Easy
1482,Technical Assessment 483,Technical,"['Medical Officer', 'System Architect']",Medium
1483,Cognitive Assessment 484,Cognitive,"['Software Engineer', 'Logistics Coordinator', 'Graphic Designer', 'Consultant', 'Sales Executive']",Hard
1484,Situational Assessment 485,Situational,"['Customer Service Rep', 'Team Lead', 'DevOps Engineer', 'Nurse Manager']",Easy
1485,Cognitive Assessment 486,Cognitive,"['Product Manager', 'Marketing Executive']",Medium
1486,Behavioral Assessment 487,Behavioral,"['HR Manager', 'Team Lead']",Easy
1487,Personality Assessment 488,Personality,"['Project Manager', 'Digital Marketer', 'Operations Manager', 'IT Administrator', 'Logistics Coordinator', 'Finance Analyst']",Easy
1488,Technical Assessment 489,Technical,"['Support Engineer', 'Marketing Executive', 'IT Administrator', 'Sales Executive', 'Consultant', 'System Architect']",Medium
1489,Situational Assessment 490,Situational,"['Data Scientist', 'Software Engineer', 'AI Engineer', 'Digital Marketer']",Hard
1490,Situational Assessment 491,Situational,"['Logistics Coordinator', 'Cybersecurity Analyst', 'Operations Manager', 'Marketing Executive']",Medium
1491,Technical Assessment 492,Technical,"['Marketing Executive', 'Operations Manager', 'Finance Analyst', 'Data Scientist']",Easy
1492,Technical Assessment 493,Technical,"['Retail Manager', 'IT Administrator', 'Software Engineer', 'Cybersecurity Analyst', 'Legal Associate', 'Team Lead']",Hard
1493,Personality Assessment 494,Personality,"['Legal Associate', 'Retail Manager', 'Cybersecurity Analyst', 'Sales Executive']",Easy
1494,Personality Assessment 495,Personality,"['Software Engineer', 'HR Manager']",Medium
1495,Behavioral Assessment 496,Behavioral,"['Consultant', 'Content Strategist', 'Graphic Designer', 'Customer Service Rep']",Easy
1496,Situational Assessment 497,Situational,"['Operations Manager', 'Finance Analyst']",Medium
1497,Situational Assessment 498,Situational,"['AI Engineer', 'DevOps Engineer']",Medium
1498,Behavioral Assessment 499,Behavioral,"['Data Scientist', 'Blockchain Developer', 'Business Analyst', 'System Architect']",Hard
1499,Situational Assessment 500,Situational,"['Support Engineer', 'Product Manager']",Hard
